card_id,customer_id,card_number,card_expiry_date,card_limit,card_balance,card_status
85365cdc-a5bb-47f2-a64c-bb1fd434f7ce,8a811ddf-e393-4dbf-9b66-dd2de19c457f,180023563276595,2020-11-11,40737.8,34629.75,Active
e807cbce-32d0-43e9-9313-9466d3d8e39b,390e55b2-dd94-4aae-800d-ef05bf2a2e04,36836296850311,2023-10-14,79727.81,11301.17,Blocked
8ff47636-c104-4e20-bc2e-c53a5932e692,561d8943-672c-4567-ac70-f15328c1c351,4464468433748506,2022-01-03,64851.23,11577.45,Active
2dffcc6c-8306-4173-a0d5-cc0c2a91c2e8,177b4341-3cec-4b2f-b06f-1b40b0fadd18,4702930427312,2021-12-06,87026.01,25325.79,Active
a7e199dc-7847-43c0-8a83-1a28aca08b7b,83d50141-8ec2-42ef-ad73-fab800fdce0e,4667738784026,2021-08-31,74389.76,66205.58,Inactive
68b115f3-0d0a-4734-a2d5-b7505e86293f,06b7c469-1a6f-4bc0-b7bd-2ad727b15dc6,30329059273398,2022-09-06,67554.81,55953.57,Blocked
a5eb5600-980a-449f-8473-03e57f5e3b1c,3c5eb7db-c1eb-45f8-87db-ffc5b97556f1,3597332341373652,2022-05-25,3803.21,3803.21,Inactive
9989c125-454d-44fc-83ee-981f91136db5,d196a729-02d2-4502-b30c-cba6ed3c68e0,36302138111503,2023-10-28,28281.07,7773.85,Blocked
edda6bd4-d717-445b-b084-1e962735f721,aaafc8bd-d4d6-4cf4-8c77-824770f9e804,6501011974394973,2024-06-05,17724.06,17724.06,Inactive
60c9a18d-c19e-43f0-9029-1a64fa827109,bef2fe03-a2d1-4b93-ac9a-97be68ef4476,213180920654681,2021-07-05,60621.07,39529.87,Inactive
3efc1a8a-93df-4905-b335-b5377f177414,b8264e7c-4d14-4241-a5f0-8c7d684f655d,583132173753,2023-05-28,65647.18,40127.14,Inactive
717c103d-acbe-4b77-a60c-f9ba51f1ac9f,07b12143-ce5b-44b7-8083-44c6dc6b9c4d,4449035882443,2024-04-19,78431.87,51416.47,Active
1ac11d2a-1f3b-42f2-86cf-a8856306a271,7e713d10-eb60-473e-a6c8-d5e2e4965e0e,4989080614076239,2021-11-03,20021.43,3955.05,Blocked
51d6eb84-32bb-4276-9d82-2b79da8c7d4b,c948b4cd-b5f5-4817-8a2d-2a05ea425c2e,180020270066277,2020-01-08,64850.83,64850.83,Inactive
4b97dd2f-9143-4b47-8235-6568d79e45c5,30aa8be5-9f72-4272-ab3c-40e213d087f8,4113823980121173,2021-03-06,16230.82,16230.82,Blocked
3f763d13-57ef-4fe7-8892-e5f43e376be6,ab45cc87-604e-46b9-b3c2-f22825241f13,4745499761948385,2022-06-01,13406.69,5937.24,Blocked
b2f42528-9744-42eb-82ad-7b3417692924,854ea555-2177-4328-a42e-df7ce20e061b,2238918435439883,2021-12-23,23173.3,23173.3,Blocked
612ac7ec-4e45-4697-81fc-e1a0ce622da7,5f103839-3931-4a33-8646-448b4f0edf1c,4558584294629072220,2022-08-23,19301.46,14432.05,Active
f4e99915-8a19-4cb1-9001-a0a1f36e017a,1015b6f4-c7cb-4eb3-af9e-ae411788ac66,676367976344,2023-02-23,43243.89,24293.67,Active
36071f7c-85ce-4b50-82f5-56709dcb6b5d,ee81719e-7920-40d6-9263-9e5453e73f32,5227803210150572,2021-12-19,68794.38,68794.38,Active
fe99f43b-89ce-43ec-a22c-bb9a14345ade,23a065d5-837b-4797-91c8-b3635db9e95c,6011915479503032,2021-12-01,2662.18,2662.18,Blocked
5d4512d7-9316-41b2-9ead-8b5986c9cc40,7edff61e-f8cf-4f7e-bb9d-391ee001696a,5128799372363153,2020-02-29,64217.49,27556.95,Blocked
5cf4d75d-ed97-4a14-becc-7773738f2df2,18b9d91a-500f-4a91-9fd8-17e7c4506afd,4350678964683146180,2021-01-27,52636.23,52636.23,Active
0b6d8836-b85d-45d5-9428-3022df605b11,a2001e66-c51c-4ed9-a028-b26dea230c6a,503874306601,2020-01-17,26650.7,26650.7,Active
9496dbca-2338-48e7-81fc-144d181edd05,c7630dfd-c614-41c1-9d11-848866a71538,6011700489851914,2022-03-07,46191.99,46191.99,Blocked
48b72818-8250-44d5-96f9-a007e76d5e0e,4c725b34-c453-4b32-9212-72a73d24bba7,30428261811498,2021-06-06,58932.95,58932.95,Inactive
b89f6cec-86f1-4278-afaa-4f0da5b6087a,b879fc5d-ef80-4de5-9ad2-9780afe76a83,376358811212800,2024-08-13,51188.14,45921.12,Inactive
df0aa7b9-0d2b-4a53-8c69-678f384fe0cb,9b92b755-728d-485a-a4a3-8ae9f92750bf,213102040821230,2023-06-11,35755.95,35755.95,Active
82c3d385-4279-44b6-baea-34ba6833651e,650d1c5e-20df-479a-8668-130645047774,4483229877273412429,2023-05-29,49493.34,47399.62,Inactive
494f8855-5be1-4b02-b8b9-00e304cd5351,dd3c4722-73bd-4733-9728-9f5ed7056136,3502354754914677,2024-07-28,70351.23,70351.23,Blocked
9b0d741d-5308-4f06-8e35-e52e2c474ef9,d9e3b33b-2799-4f3e-b5c1-66a90de7eef5,343791177457124,2023-07-13,93274.38,1952.47,Inactive
6853521a-c8c9-40bc-a125-9813b4f3432a,6a7edd72-d523-4aa5-b6f6-710a60dd561b,30072554290281,2023-10-05,99062.55,23059.65,Active
7e7e3d9a-ccdd-46a2-b9bf-1531d59eb390,0b77cbd2-0ab1-4037-b3ae-d80c450d917a,30121082893122,2023-08-26,66633.01,8641.1,Blocked
aa47db99-b5f2-4a48-89dd-8d85506a6d26,f3a696e0-a7ec-49d7-8e56-3ee873aa895b,4863328671257,2020-02-11,54735.46,54735.46,Active
7af3b375-f76b-4ff7-965a-51a76da5125c,22c4c0ba-621c-4d97-a200-5e096d0bfc70,30537593303659,2021-12-21,72814.78,66558.46,Blocked
af020e4b-a871-4280-9fa4-4205246c18ee,ca6c57f7-2877-4df9-a40b-be98bc26d417,675958937483,2023-05-01,69050.79,52071.11,Blocked
bf54aa18-baa4-4d9d-a301-440e0b48c3d1,5d30017c-1e1c-4341-8586-8c2b38ac5436,180055156133080,2023-06-07,65173.88,65173.88,Inactive
79129a40-bfd6-4d46-af80-640842178478,4ed5cb9c-a7fe-4d3f-9276-7b45a22e5098,2227706639947527,2020-11-02,56766.95,56766.95,Inactive
71295787-d9ad-4508-8d8b-cfd9370d7459,20157b8f-5c61-43fb-8463-abcb197b2432,4051570367950772410,2021-07-03,69912.06,69912.06,Inactive
d2008ee1-f486-46b1-9176-348a86213035,859ecd67-941b-4c7c-a477-8dcb2912b5d0,4868961023578319,2020-12-08,32519.76,32519.76,Inactive
8e9c0e14-7e2d-43b2-a7a1-5194b4324a0e,3c9b48f7-9b63-4f36-b92a-a2f95f0495a9,3513844009520771,2021-06-06,18774.75,18774.75,Blocked
7944335f-d23f-4916-ab36-7138afaae01d,8a809377-0439-4654-8733-5381f21cfe47,4364397533088743536,2023-03-06,70136.12,70136.12,Inactive
df4c3a6c-d532-4f02-a03d-8e89e4d9fffe,f585e7c5-7989-4e4f-b709-fcb087e88c6d,4997625149988567890,2021-07-26,27838.31,27838.31,Blocked
44b05803-0cf7-4340-8766-ccaa1c321ec6,a030bbc9-2030-492d-a671-30bc5f27af7f,6011113675098441,2024-08-15,46414.89,25554.06,Active
b8adc248-7db6-4ad0-b59a-d91a1fd5002f,5bff7eff-4775-468f-b51c-2a1ec76ab4a0,180045665190127,2021-06-23,80311.99,3722.97,Inactive
e08bed19-3e24-4ed8-b09f-e8cf5e8ba12f,00f8b07b-0b96-4322-9f2b-f8d1898eef2b,6011998601133241,2021-05-01,94335.4,94335.4,Active
fec3f50c-1bb1-4784-8f66-8546d25793de,ed1afb0f-6e6c-4b58-8a52-4b25966a0918,6011756038455946,2021-05-11,28837.65,28837.65,Blocked
e4371d7b-3d36-4ba8-b5ed-82e4815c1b54,1735b71a-b81f-429c-9127-e3265894ecff,4900817987143310,2021-01-21,48426.56,48426.56,Inactive
8ed3a85e-b68b-4e73-a00e-fc1b459458ed,53f07b9c-7927-424e-8174-22ad06f5b8cd,4212031920645,2022-12-03,81517.14,81517.14,Inactive
c2290fdb-0179-4f6c-a7c6-59f49a696949,a9b9bcdb-c300-422e-ad3b-e87b5656cfd8,4281898027947364,2020-03-28,2343.39,2343.39,Blocked
a91f9714-77d6-40bc-b8e5-364972b4581f,12591de4-8017-4612-8af1-4deba24e9f30,4825228269490142,2023-08-19,44870.59,44870.59,Active
5bf6fe6b-b8f9-4a2f-aeb3-46390cb567bf,a181ed0a-2ea5-4fb4-ae54-a3a17e04244a,2683629197986397,2023-04-14,69031.28,58079.77,Inactive
66e44f2f-0dcd-4bae-86a8-f3cead46d707,106da13d-d0f3-46ef-a176-438e2fa1770a,38418834783029,2020-01-31,99233.64,87464.9,Active
992f83be-075b-4245-a993-39b5ff2b9fd8,e318b485-1817-41aa-a44a-815420c17e51,342101400009935,2023-05-18,49181.92,48323.43,Active
328b0df9-fc98-4e8a-bd2f-a1c978e18c55,661302ac-fd05-44ee-94b7-d3a79051695e,4254731521497,2021-05-20,77069.0,755.15,Inactive
47230868-8160-410d-8ab0-af1ab64b5b7d,d9cfe5c9-f6f3-4b44-ae79-3a24c5e16286,6593426309623277,2020-05-15,3713.56,3713.56,Blocked
524c398b-ac58-44b7-b7ee-49e516bbaf51,cbb6ae1b-f597-4174-bc91-f241b0b16652,213107981188366,2024-08-02,85686.34,85161.01,Inactive
41e7f250-2ad2-4998-9eaa-fd057d360cdd,15fbc3cf-980a-4d58-9e5a-8b2a25df110f,180008586312105,2021-08-22,56044.82,34194.97,Inactive
aa0e3b28-11d5-40bb-8ea4-c060e1ddb279,673e93c4-f283-4ab4-af9e-353b00372ab6,6011658509122718,2021-10-31,32579.57,32579.57,Inactive
773cf1e7-c8ca-478c-9a48-8fd37edd6a65,c2776907-f27a-40cb-9029-43237d0c050d,3568038177037569,2021-03-03,73013.89,49584.2,Inactive
4a6ecd92-909f-4a5e-8fe3-7b6b373c3170,6a0d7bab-54e8-484f-80d9-9307c950973b,3507267008304674,2020-01-24,50927.69,50927.69,Active
ce7ce06f-c50d-463a-883b-f845d13ea6ad,1bb082a8-7868-4b2b-be2b-639150db5da7,676209689378,2023-07-03,94759.63,94759.63,Blocked
dfc950eb-59d3-4701-896e-45ec0fab1d67,c96986d3-b55a-45c5-98e3-0699abde4c0c,4432849036067,2021-12-19,49375.68,49375.68,Inactive
535ec7e1-8378-429c-bf29-9375e8b27e1c,066b4f99-4adb-452e-8451-b72cbf0ac4ae,377114587201868,2021-01-01,4730.15,4730.15,Inactive
c2335f2c-cfec-43b4-8c0e-15ff271e6ff9,9de247f2-ac53-46dd-94ca-ae03cf60677f,4241478687805,2023-04-22,52239.93,52239.93,Blocked
5933519a-467b-48f5-a0d4-d0593437ce43,76221cb6-79c6-4840-b601-1d0a5231ea97,4656536954323962,2020-08-11,61071.97,61071.97,Active
b28630e1-c879-4bd8-aa63-ff14a1fe241e,2ff22ab8-96d4-4e55-8b2c-d7155c398151,4183955949011,2023-11-27,62170.49,62170.49,Active
1525c0bb-894c-4444-9731-5023c8914f68,f0b76537-d0ad-4b6f-8491-37da4139f73b,566932468796,2020-03-14,43796.38,32839.8,Blocked
03759e09-74d0-4f98-ad3c-7d2e3f39e1e2,96c513ef-6ae5-4707-9d49-96b382b56966,6011684154591981,2020-08-18,64231.56,58449.66,Blocked
e62595f6-e0c1-43ca-968b-3139f18d0a3b,cb8f20a1-9eba-4051-984d-7addadd8e4d4,30339415247192,2023-01-11,27021.02,27021.02,Active
cf41a9be-c0de-40c4-a144-820a8b461125,b1e85634-3be6-4c76-9f67-762f167c6efa,4785663406522799484,2020-11-18,36570.41,8965.96,Active
e5b82f94-0878-49e5-89a3-937d3747786b,d07fb703-97bb-43fa-b53a-6d19c66e2ecb,2310731726777122,2021-03-06,74000.32,74000.32,Inactive
b7c5c668-c9cd-486d-ad71-ee86d484012a,d63a7df4-7181-4002-b2fa-f3df9229468b,213197428131731,2024-03-16,90203.42,20839.28,Inactive
46ecdea5-7ac5-426c-a417-a362b428fde4,4b884191-2fde-412f-9576-da015780e02d,4273900545676903,2022-09-29,20228.04,20228.04,Inactive
aeabf672-daaf-4d24-9455-2be9b4410cd7,babaa4fa-6136-4511-81ad-3320ada2d2cd,4453615072854,2020-10-09,87030.71,50231.36,Blocked
8d8c1661-9710-4555-a206-fd87dec6c6c4,f9848e97-1265-4aa2-9c33-0a5107edf1fa,3529163174515827,2021-10-31,78937.91,14591.53,Active
b7740be2-435a-4f5b-b73a-ecf37651df94,4c4757c9-3ce0-4cab-99c5-9ed035992de7,581431021665,2021-01-01,9686.58,9686.58,Blocked
6483b985-b927-477c-a456-6aa93e0c0adf,2312d802-b91d-4c5e-bdd8-c08536ff4bf3,4780226316230439219,2021-05-30,48164.48,40534.89,Inactive
5a98a3ed-1c8e-48be-a1e7-70cfe4fa5d4a,c16c676e-fcb7-4a9e-b731-ced11063f32d,3573835065741118,2024-02-18,71690.35,63678.62,Blocked
3506e54c-8b28-4bb5-a1c6-07e4b33a9923,8621f96d-01f9-48a6-8edc-53788cc94c56,347632291249318,2021-11-29,20693.66,20693.66,Blocked
fc8521a5-34d3-417f-8d84-4f4e60c525fc,dc1814e3-35b6-4a0f-89a4-a4365a8c5e24,4588273091520,2020-04-14,76822.38,76822.38,Active
0ad77a5e-7686-4f72-944f-15f67a1b957d,93db2463-870a-4dc2-956b-1271f0d37005,180015072189491,2022-06-01,75718.09,2377.33,Blocked
8ff56fa9-3716-4bc1-bc80-cc55d70d9cce,5d137aad-1be2-4981-ac57-98777592b280,630488316419,2023-10-23,55979.19,55979.19,Active
ef7b2b4f-4aea-48ec-ae60-a0520b03ae08,40d46c59-02db-4359-ad82-0d2d8c414107,4613383274897,2020-08-19,87766.02,66404.65,Active
b484a8a5-42cf-419c-b6fe-faf7e788ff22,fdc248ef-8e41-4124-952e-47893b0bad4d,4189857800682278,2024-08-18,9112.28,9112.28,Inactive
447a8460-5d2e-48b3-80f4-9d6d1c376894,6fb4ad7c-1727-439f-9e02-3ef5c2f5ecff,4210861821693739,2022-03-08,63597.19,49277.1,Inactive
10b43808-843b-40c8-b741-438677b71609,3007259e-5ea7-4493-91cc-42e321ae2be6,6512652396217537,2020-05-24,24999.22,20596.8,Inactive
93811a2d-f267-4ab3-9950-a1b2166787d4,bb868243-54dc-4c3c-93a7-1da2ebbf4f5d,2299011653648355,2023-01-20,15171.2,15171.2,Blocked
2563bd3d-6049-45a6-9484-4e763c9c4820,c16c676e-fcb7-4a9e-b731-ced11063f32d,630457654782,2020-03-21,36109.72,36109.72,Active
77f88452-1385-4e15-9816-5fe5b478ad15,3983b561-b325-410a-8980-f21a48974060,2720785702448771,2023-10-29,65955.46,65955.46,Blocked
dd1afd59-de25-4b64-8027-6a5ffc44f8aa,0b5d8a22-61a2-4b7a-99b0-0c90919b0141,180067053623410,2024-03-13,24400.0,24400.0,Blocked
72135bf4-8692-4d72-ac7b-5f9a9b3e8dc3,c670e901-6cab-40b5-bc8d-79d3bc4b9c63,3531771116099365,2023-01-13,40742.96,40742.96,Active
b44c47c1-398b-4e9d-872a-ac790c18394d,6390c2d8-7c49-426e-bcb3-39d641e637d6,30264098663244,2022-08-12,28243.5,28243.5,Blocked
d32cdbbf-4711-4cab-9ae6-04efb950407c,3294e165-798f-4da8-a2e2-af1390ba3fe6,630485259216,2021-07-22,74946.12,13778.51,Blocked
f36d4a7b-af16-44d6-96fe-d8e451276a05,3153895c-467d-41fa-b968-1b9c24298336,4474509247089,2023-08-14,68458.28,5766.26,Inactive
8a20f6b7-69cc-43f3-ae6c-b9106e814dc3,fafc3c83-2b8b-4fd8-8329-ca3e6debfa5c,4000941821188601,2021-01-05,8666.29,8666.29,Inactive
a1b2ec68-d9d7-4b2c-ae68-b8614db37e49,a5dc4311-b7ab-417b-bbed-8a799dc03e78,3561080705533146,2021-12-14,11244.05,11244.05,Inactive
8886a783-c408-4975-a9d1-b9d34f485286,42425706-61fe-428c-a394-dacc69eeac1d,6515133495402137,2021-07-31,32158.52,22397.89,Active
6efcac87-d986-4f4a-9316-4050298e9df0,eed0e9d1-73d3-4d0f-bc2d-4451d1a0e4c2,4722746814988835,2024-08-23,30940.75,30940.75,Blocked
a3480af0-13c6-4215-8f1f-b41aa559834f,5b74a8ff-f37b-4f94-be22-e146d166ed76,377664033344555,2020-06-01,65938.62,65938.62,Active
b5c47acc-41fb-4d00-8232-83ccf47d9314,dcdb28d6-cefd-4a0f-b42d-d6ac84ef3309,676382900725,2020-05-22,72738.96,21718.45,Active
48e98d67-568a-4d91-8a45-a7eb2c4314c7,e779c874-2e4d-49b6-aa7e-fc84096e8213,3530442764937261,2021-01-28,89377.52,85959.05,Active
02db248c-6c2f-4eed-97ee-ec92f8693194,4325f9c0-21d9-4a6d-8358-3e22cda57843,4894841464826031141,2024-05-21,48663.88,9096.79,Blocked
7590119a-d099-4f71-a82f-29c05d34daa6,094baf51-3081-415b-a97e-f253befaabb1,3543800833781223,2022-08-20,66321.05,18262.95,Blocked
3e1ff14e-eed9-4e82-bb95-5f941bb26201,95a3520f-f571-499c-b411-23ae41ee6d96,4126895406360,2024-08-03,76449.89,25632.24,Active
658c6ee1-ed37-4871-ac20-86a3d2cc2a1b,0a13d43d-278e-4c39-ab90-f5f61feacee5,344114086730961,2021-12-23,84122.12,929.7,Blocked
729dd75a-f454-4f2b-95df-85d49f87a3e3,4f236dce-ae48-4da2-bb70-70171ac995af,4123021599117660,2022-02-25,67174.58,32144.73,Blocked
a7686689-c850-4f5a-88ea-8a743023ed9b,d36e2e54-2065-43a3-b110-21adc8284bd0,3511249609205702,2022-10-07,43254.03,43254.03,Inactive
ffc1d041-e6cc-4336-8c5e-c5306580b864,fdf40c3d-9b91-45aa-8eac-f250bf4eba8d,4666958161982356,2020-11-08,15226.73,15226.73,Blocked
3c250809-3655-4516-9624-7a04b21e2250,97ccdd71-3eaf-4ca8-9ab2-e85ed5d58eb8,4591648652042,2021-12-05,35265.1,35265.1,Active
c39ed066-e124-4825-bcf0-5e3b8221facd,bf2571c1-41b5-44b5-bdda-49c2053b8bad,4994362586281721,2021-08-10,96517.18,88964.15,Blocked
